"total","fecha_hora_venta","servicio"
539.00,"2023-03-30 13:28:17",acrilico uña remplazo 
669.00,"2023-03-30 13:53:41",acrilico retoque 
669.00,"2023-03-30 13:53:41",pedi basico
529.00,"2023-03-30 14:15:21",mani de niña
529.00,"2023-03-30 14:15:21",pedi de niña
190.00,"2023-03-30 17:20:59",pedi basico
266.00,"2023-03-30 17:28:02",pedi de lujo
1083.00,"2023-03-30 17:53:45",plancahdo de ceja
1083.00,"2023-03-30 17:53:45",pedi basico
1083.00,"2023-03-30 17:53:45",gel en pies
1083.00,"2023-03-30 17:53:45",pedi basico
1083.00,"2023-03-30 17:53:45",gel en pies
1083.00,"2023-03-30 17:53:45",depilacion de ceja
405.00,"2023-03-30 19:06:40",gel en manos
919.60,"2023-03-30 18:54:05",pedi exfo
1068.00,"2023-03-30 19:03:14",pedi basico
1068.00,"2023-03-30 19:03:14",acrilicio escultural
579.00,"2023-03-31 10:37:29",pedi basico
579.00,"2023-03-31 10:37:29",pedi basico
579.00,"2023-03-31 10:37:29",gel en pies
673.55,"2023-03-31 10:58:12",acrilico retoque 
673.55,"2023-03-31 10:58:12",pedi basico
380.00,"2023-03-31 12:43:27",calcio retoque en manos 
380.00,"2023-03-31 12:43:27",acrilico uña remplazo 
150.00,"2023-03-31 13:23:19",mani basico
980.00,"2023-03-31 13:52:00",pedi dif lujo
980.00,"2023-03-31 13:52:00",calcio retoque en manos 
910.00,"2023-03-31 14:39:45",acrilico manos
910.00,"2023-03-31 14:39:45",acrilicio escultural
330.00,"2023-03-31 15:32:13",calcio en manos 
330.00,"2023-03-31 15:32:13",mani basico
1530.00,"2023-03-31 15:45:36",pedi de lujo
1530.00,"2023-03-31 15:45:36",pedi de lujo
1530.00,"2023-03-31 15:45:36",pedi dif lujo
180.50,"2023-03-31 16:48:18",gel en manos
290.00,"2023-03-31 17:04:40",calcio retoque en manos 
290.00,"2023-03-31 17:04:40",pedi basico
389.00,"2023-03-31 17:12:29",pedi basico
389.00,"2023-03-31 17:12:29",gel en pies
290.00,"2023-03-31 17:30:28",calcio retoque en manos 
290.00,"2023-03-31 17:30:28",gel en manos
340.00,"2023-03-31 18:37:54",Gel retiro 
799.00,"2023-03-31 18:51:02",acrilico manos
799.00,"2023-03-31 18:51:02",gel en pies
799.00,"2023-03-31 18:51:02",Gel retiro 
560.00,"2023-03-31 19:01:43",pedi de lujo
560.00,"2023-03-31 19:01:43",pedi de lujo
659.00,"2023-03-31 19:08:12",calcio en manos 
361.00,"2023-04-01 10:29:14",pedi basico
361.00,"2023-04-01 10:29:14",pedi basico
390.00,"2023-04-01 11:29:20",calcio retoque en manos 
340.00,"2023-04-01 12:05:45",pedi de lujo
190.00,"2023-04-01 12:12:54",gel en manos
731.50,"2023-04-01 12:34:53",acrilico retoque 
50.00,"2023-04-01 13:16:43",Gel retiro 
589.00,"2023-04-01 13:46:33",acrilico retoque 
589.00,"2023-04-01 13:46:33",gel en manos
589.00,"2023-04-01 13:46:33",gel en pies
330.00,"2023-04-01 13:52:40",calcio retoque en manos 
300.00,"2023-04-01 13:56:04", acrilico retiro 
300.00,"2023-04-01 13:56:04",gel en manos
456.00,"2023-04-01 15:58:44",pedi basico
419.00,"2023-04-01 16:08:52",pedi basico
419.00,"2023-04-01 16:08:52",gel en pies
304.00,"2023-04-01 16:17:29",mani dif lujo
939.00,"2023-04-01 17:01:31",pedi basico
939.00,"2023-04-01 17:01:31",calcio retoque en manos 
939.00,"2023-04-01 17:01:31",gel en manos
470.00,"2023-04-01 17:27:05",acrilico retoque 
470.00,"2023-04-01 17:27:05",gel en manos
580.00,"2023-04-01 17:40:28",calcio en manos 
580.00,"2023-04-01 17:40:28", acrilico retiro 
190.00,"2023-04-01 18:21:47",pedi basico
446.50,"2023-04-01 18:42:56",calcio en manos 
750.00,"2023-04-01 18:48:02",depilacion de ceja
750.00,"2023-04-01 18:48:02",depilacion de bigote
509.00,"2023-04-04 10:40:47",pedi basico
750.00,"2023-04-04 11:07:02",pedi exfo
420.00,"2023-04-04 11:48:57",depilacion de media pierna
420.00,"2023-04-04 11:48:57",gel en manos
215.00,"2023-04-04 12:07:16",gel en manos
809.00,"2023-04-04 12:23:51",acrilico manos
809.00,"2023-04-04 12:23:51",acrilico de color
380.00,"2023-04-04 13:28:33",mani basico
50.00,"2023-04-04 14:52:07",Gel retiro 
389.00,"2023-04-04 15:47:10",gel en pies
389.00,"2023-04-04 15:47:10",pedi basico
529.00,"2023-04-04 17:14:02",pedi basico
330.00,"2023-04-04 17:20:54",mani basico
330.00,"2023-04-04 17:20:54",mani express
836.00,"2023-04-04 17:51:02",calcio retoque en manos 
836.00,"2023-04-04 17:51:02",pedi dif lujo
464.55,"2023-04-04 18:36:32",pedi basico
929.00,"2023-04-04 18:45:05",calcio en manos 
579.00,"2023-04-05 11:08:12",calcio en manos 
380.00,"2023-04-05 11:48:44",pedi basico
380.00,"2023-04-05 11:48:44",pedi basico
266.00,"2023-04-05 12:29:35",acrilico retoque 
266.00,"2023-04-05 12:29:35",acrilico uña remplazo 
266.00,"2023-04-05 12:29:35",acrilico uña remplazo 
619.00,"2023-04-05 13:12:37",acrilico retoque 
619.00,"2023-04-05 13:12:37",pedi dif lujo
380.00,"2023-04-05 13:53:45",calcio retoque en manos 
380.00,"2023-04-05 13:53:45",acrilico uña remplazo 
190.00,"2023-04-05 15:20:35",gel en manos
220.00,"2023-04-05 15:34:59",gel en manos
569.00,"2023-04-05 16:39:00",acrilico retoque 
519.00,"2023-04-05 16:50:47",pedi basico
359.00,"2023-04-05 17:41:57",pedi limpieza
129.00,"2023-04-05 17:47:59",pedi express
129.00,"2023-04-05 17:47:59",pedi exfo
559.00,"2023-04-05 18:57:46",pedi basico
749.00,"2023-04-06 10:22:00",acrilico retoque 
749.00,"2023-04-06 10:22:00",pedi basico
749.00,"2023-04-06 10:22:00",acrilico uña remplazo 
770.00,"2023-04-06 10:43:47",calcio en manos 
360.00,"2023-04-06 10:47:57",pedi de lujo
360.00,"2023-04-06 10:47:57",mani express
190.00,"2023-04-06 12:02:34",pedi basico
559.00,"2023-04-06 12:20:55",mani dif lujo
559.00,"2023-04-06 12:20:55",pedi dif lujo
408.50,"2023-04-06 13:41:33",pedi basico
304.00,"2023-04-06 13:46:03",pedi exfo
289.00,"2023-04-06 15:24:53",pedi express
289.00,"2023-04-06 15:24:53",gel en manos
190.00,"2023-04-06 15:37:23",gel en manos
799.00,"2023-04-06 16:11:56", acrilico retiro 
799.00,"2023-04-06 16:11:56",acrilico manos
190.00,"2023-04-06 16:59:22",pedi basico
370.50,"2023-04-06 17:19:01",calcio retoque en manos 
479.00,"2023-04-06 17:20:48",acrilico retoque 
689.00,"2023-04-06 18:24:24",mani de niña
689.00,"2023-04-06 18:24:24",mani de niña
689.00,"2023-04-06 18:24:24",pedi de niña
689.00,"2023-04-06 18:24:24",pedi de niña
689.00,"2023-04-06 18:24:24",gel en pies
1178.00,"2023-04-06 18:59:39",acrilico manos
200.00,"2023-04-07 09:54:34",gel en manos
190.00,"2023-04-07 10:02:14",gel en manos
389.00,"2023-04-07 10:37:40",pedi basico
389.00,"2023-04-07 10:37:40",gel en pies
150.00,"2023-04-07 10:59:57",mani basico
912.00,"2023-04-07 12:07:52", acrilico retiro 
912.00,"2023-04-07 12:07:52",acrilico manos
440.00,"2023-04-07 12:14:25",mani basico
489.00,"2023-04-07 12:46:56",pedi basico
380.00,"2023-04-07 12:52:23",pedi dif lujo
669.00,"2023-04-07 13:23:55",gel en manos
669.00,"2023-04-07 13:23:55",Gel retiro 
351.50,"2023-04-07 13:39:47",acrilico retoque 
351.50,"2023-04-07 13:39:47",gel en manos
389.00,"2023-04-11 11:21:58",pedi basico
389.00,"2023-04-11 11:21:58",gel en pies
1059.00,"2023-04-11 12:21:59",pedi basico
1059.00,"2023-04-11 12:21:59",pedi basico
1059.00,"2023-04-11 12:21:59",mani express
1059.00,"2023-04-11 12:21:59",mani express
425.00,"2023-04-11 15:51:25",mani de niña
425.00,"2023-04-11 15:51:25",mani de niña
425.00,"2023-04-11 15:51:25",mani de niña
389.50,"2023-04-11 16:52:05",gel en manos
389.50,"2023-04-11 16:52:05",calcio en manos 
250.00,"2023-04-11 17:33:11",gel en manos
250.00,"2023-04-11 17:33:11",mani limpieza
900.00,"2023-04-11 18:02:04",mani dif lujo
900.00,"2023-04-11 18:02:04",pedi dif lujo
900.00,"2023-04-11 18:02:04",mani dif lujo
900.00,"2023-04-11 18:02:04",pedi dif lujo
171.00,"2023-04-12 10:34:03",acrilico retoque 
550.00,"2023-04-12 11:12:37",mani de niña
550.00,"2023-04-12 11:12:37",pedi de niña
550.00,"2023-04-12 11:12:37",mani dif lujo
550.00,"2023-04-12 11:12:37",pedi dif lujo
559.00,"2023-04-12 12:03:06",acrilico manos
100.00,"2023-04-12 12:17:26",calcio retoque en manos 
250.00,"2023-04-12 13:56:25",calcio retoque en manos 
250.00,"2023-04-12 13:56:25",mani basico
579.00,"2023-04-12 14:01:25",calcio en manos 
550.05,"2023-04-12 14:28:16",acrilico retoque 
748.60,"2023-04-12 17:28:48",pedi basico
748.60,"2023-04-12 17:28:48",gel en pies
340.00,"2023-04-12 18:03:42",pedi basico
340.00,"2023-04-12 18:03:42",parafina en pies 
589.00,"2023-04-12 18:36:16",pedi basico
180.50,"2023-04-12 18:51:37",pedi basico
470.00,"2023-04-13 10:20:54",calcio en manos 
280.00,"2023-04-13 11:03:18", acrilico retiro 
280.00,"2023-04-13 11:03:18",depilacion de ceja
280.00,"2023-04-13 11:03:18",depilacion de bigote
190.00,"2023-04-13 11:15:40",pedi basico
261.25,"2023-04-13 12:20:50",pedi basico
261.25,"2023-04-13 12:20:50",depilacion de ceja
969.00,"2023-04-13 12:46:36",calcio retoque en manos 
969.00,"2023-04-13 12:46:36",pedi dif lujo
85.00,"2023-04-13 14:57:52",depilacion de ceja
235.00,"2023-04-13 15:28:44",mani basico
235.00,"2023-04-13 15:28:44",depilacion de ceja
559.00,"2023-04-13 16:11:37",calcio en manos 
320.00,"2023-04-13 18:07:51",Gel retiro 
320.00,"2023-04-13 18:07:51",mani express
320.00,"2023-04-13 18:07:51",pedi basico
579.00,"2023-04-13 18:27:55",pedi basico
579.00,"2023-04-13 18:27:55",pedi exfo
579.00,"2023-04-13 18:27:55",pedi exfo
660.00,"2023-04-13 18:35:04",calcio en manos 
660.00,"2023-04-13 18:35:04",mani basico
660.00,"2023-04-13 18:35:04",calcio en manos 
660.00,"2023-04-13 18:35:04",mani basico
200.00,"2023-04-14 10:28:57",acrilico uña remplazo 
200.00,"2023-04-14 10:28:57",mani basico
1159.00,"2023-04-14 11:02:22",depilacion de ceja
1159.00,"2023-04-14 11:02:22",depilacion de bigote
230.00,"2023-04-14 11:19:21",acrilico uña remplazo 
230.00,"2023-04-14 11:19:21",acrilico retoque 
669.00,"2023-04-14 12:22:58",acrilico retoque 
669.00,"2023-04-14 12:22:58",pedi basico
199.00,"2023-04-14 12:24:35",gel en pies
389.50,"2023-04-14 13:39:48",acrilico retoque 
2375.00,"2023-04-14 14:06:39",depilacion de axila
2375.00,"2023-04-14 14:06:39",depilacion de barbilla
2375.00,"2023-04-14 14:06:39",depilacion de bigote
2375.00,"2023-04-14 14:06:39",depilacion de bikini
2375.00,"2023-04-14 14:06:39",depilacion de brazo completo
2375.00,"2023-04-14 14:06:39",depilacion de espalda
2375.00,"2023-04-14 14:06:39",depilacion de espalda
2375.00,"2023-04-14 14:06:39",depilacion de patilla
2375.00,"2023-04-14 14:06:39",depilacion de pierna completa
2375.00,"2023-04-14 14:06:39",mani basico
345.00,"2023-04-14 15:26:49",acrilico manos
345.00,"2023-04-14 15:26:49",depilacion de ceja
190.00,"2023-04-14 16:21:54",gel en manos
749.55,"2023-04-14 17:13:11",pedi basico
749.55,"2023-04-14 17:13:11",acrilico manos
190.00,"2023-04-14 17:21:59",pedi basico
600.00,"2023-04-14 18:52:23",pedi de lujo
190.00,"2023-04-14 18:56:02",pedi basico
190.00,"2023-04-15 11:14:10",pedi basico
390.00,"2023-04-15 12:00:00",calcio retoque en pies 
1797.00,"2023-04-15 13:06:59",acrilico manos
1797.00,"2023-04-15 13:06:59",acrilico manos
1797.00,"2023-04-15 13:06:59",pedi basico
1797.00,"2023-04-15 13:06:59",acrilico de color
330.00,"2023-04-15 13:54:20",mani basico
330.00,"2023-04-15 13:54:20",calcio en manos 
549.00,"2023-04-15 14:10:19",acrilico retoque 
579.00,"2023-04-15 14:26:04",acrilico manos
480.00,"2023-04-15 15:18:57",mani basico
480.00,"2023-04-15 15:18:57",mani basico
480.00,"2023-04-15 15:18:57",calcio en manos 
190.00,"2023-04-15 15:40:35",pedi basico
588.05,"2023-04-15 16:04:23",calcio retoque en manos 
588.05,"2023-04-15 16:04:23",calcio retoque en pies 
588.05,"2023-04-15 16:04:23",acrilico uña remplazo 
588.05,"2023-04-15 16:04:23",acrilico uña remplazo 
740.00,"2023-04-15 16:15:48",calcio en manos 
740.00,"2023-04-15 16:15:48",calcio en manos 
740.00,"2023-04-15 16:15:48",mani basico
579.00,"2023-04-15 16:57:34",acrilico retoque 
579.00,"2023-04-15 16:57:34",acrilico uña remplazo 
579.00,"2023-04-15 16:57:34",acrilico uña remplazo 
350.00,"2023-04-15 17:15:10",mani exfo
350.00,"2023-04-15 17:15:10",pedi exfo
95.00,"2023-04-15 18:08:51",calcio retoque en manos 
190.00,"2023-04-15 18:49:17",pedi basico
190.00,"2023-04-15 18:53:00",gel en manos
228.00,"2023-04-15 18:56:03",Gel retiro 
228.00,"2023-04-15 18:56:03",Gel retiro 
190.00,"2023-04-15 19:01:39",pedi basico
270.00,"2023-04-15 19:04:21",Gel retiro 
270.00,"2023-04-15 19:04:21",pedi basico
270.00,"2023-04-15 19:04:21",pedi exfo
50.00,"2023-04-18 10:18:17",Gel retiro 
275.00,"2023-04-18 12:37:50",pedi basico
275.00,"2023-04-18 12:37:50",depilacion de ceja
100.00,"2023-04-18 14:59:10",Gel retiro 
100.00,"2023-04-18 14:59:10",Gel retiro 
220.00,"2023-04-18 16:49:20",pedi basico
220.00,"2023-04-18 16:49:20",pedi exfo
290.00,"2023-04-18 17:03:19",calcio retoque en manos 
290.00,"2023-04-18 17:03:19",gel en manos
439.00,"2023-04-18 17:38:08", acrilico retiro 
439.00,"2023-04-18 17:38:08",calcio en manos 
439.00,"2023-04-18 17:38:08",pedi express
439.00,"2023-04-18 17:38:08",Gel retiro 
548.00,"2023-04-18 18:26:48",gel en pies
260.00,"2023-04-18 18:40:00", acrilico retiro 
260.00,"2023-04-18 18:40:00",mani basico
560.00,"2023-04-18 19:00:58",acrilico manos
560.00,"2023-04-18 19:00:58",acrilicio escultural
560.00,"2023-04-18 19:00:58",acrilico de color
560.00,"2023-04-18 19:00:58",mani basico
190.00,"2023-04-19 11:54:54",gel en manos
659.00,"2023-04-19 12:03:23",acrilico manos
380.00,"2023-04-19 12:09:34",pedi basico
380.00,"2023-04-19 12:09:34",pedi basico
415.00,"2023-04-19 12:22:23",calcio en manos 
415.00,"2023-04-19 12:22:23",mani basico
415.00,"2023-04-19 12:22:23",depilacion de ceja
719.00,"2023-04-19 13:02:44",acrilico manos
719.00,"2023-04-19 13:02:44",acrilicio escultural
149.00,"2023-04-19 13:29:38",Gel retiro 
149.00,"2023-04-19 13:29:38",pedi express
470.00,"2023-04-19 13:33:11",calcio en manos 
635.55,"2023-04-19 16:05:49",pedi basico
635.55,"2023-04-19 16:05:49",acrilico retoque 
266.00,"2023-04-19 16:08:02",acrilico retoque 
266.00,"2023-04-19 16:08:02",acrilico uña remplazo 
266.00,"2023-04-19 16:08:02",acrilico uña remplazo 
50.00,"2023-04-19 17:39:04",Gel retiro 
865.00,"2023-04-19 18:03:40",gel en manos
865.00,"2023-04-19 18:03:40",plancahdo de ceja
865.00,"2023-04-19 18:03:40",depilacion de ceja
865.00,"2023-04-19 18:03:40",acrilico retoque 
865.00,"2023-04-19 18:03:40",gel en manos
200.00,"2023-04-19 18:15:53",Gel retiro 
200.00,"2023-04-19 18:15:53",mani basico
300.00,"2023-04-20 10:12:39",mani basico
300.00,"2023-04-20 10:12:39",mani basico
446.50,"2023-04-20 10:46:12",calcio en manos 
607.05,"2023-04-20 13:05:15",acrilico retoque 
607.05,"2023-04-20 13:05:15",acrilico uña remplazo 
860.00,"2023-04-20 13:33:52",calcio en manos 
860.00,"2023-04-20 13:33:52",pedi dif lujo
1141.00,"2023-04-20 16:54:07",gel en pies
1141.00,"2023-04-20 16:54:07",pedi basico
1141.00,"2023-04-20 16:54:07",gel en manos
389.00,"2023-04-20 17:10:55",pedi basico
389.00,"2023-04-20 17:10:55",gel en pies
809.00,"2023-04-20 17:33:14",acrilico manos
809.00,"2023-04-20 17:33:14",mani exfo
809.00,"2023-04-20 17:33:14",pedi exfo
809.00,"2023-04-20 17:33:14",pedi basico
489.00,"2023-04-20 17:39:28",pedi basico
190.00,"2023-04-20 17:58:50",gel en manos
190.00,"2023-04-20 18:06:43",gel en manos
559.55,"2023-04-20 19:04:52",mani de niña
559.55,"2023-04-20 19:04:52",pedi de niña
559.55,"2023-04-20 19:04:52",pedi exfo
180.50,"2023-04-21 10:07:14",gel en manos
180.50,"2023-04-21 10:50:59",pedi basico
427.50,"2023-04-21 11:05:12",mani dif lujo
427.50,"2023-04-21 11:05:12",pedi dif lujo
609.00,"2023-04-21 11:25:50", acrilico retiro 
320.00,"2023-04-21 12:09:29",mani exfo
237.50,"2023-04-21 12:21:50",gel en manos
150.00,"2023-04-21 13:31:17",mani basico
334.00,"2023-04-21 13:59:16",pedi express
929.00,"2023-04-21 16:14:31",acrilico de color
929.00,"2023-04-21 16:14:31",acrilico manos
929.00,"2023-04-21 16:14:31",acrilico de color
220.00,"2023-04-21 16:18:32",acrilico retoque 
100.00,"2023-04-21 16:57:18",calcio retoque en manos 
899.00,"2023-04-21 17:42:39",acrilico de color
899.00,"2023-04-21 17:42:39",acrilico manos
899.00,"2023-04-21 17:42:39",gel en pies
899.00,"2023-04-21 17:42:39",pedi dif lujo
489.00,"2023-04-21 18:52:33",calcio retoque en manos 
489.00,"2023-04-21 18:52:33",mani limpieza
690.00,"2023-04-21 19:13:54",calcio retoque en manos 
370.00,"2023-04-22 10:08:20",calcio en manos 
370.00,"2023-04-22 10:08:20",gel en manos
470.00,"2023-04-22 11:49:25",calcio en manos 
768.55,"2023-04-22 12:41:09",acrilico manos
768.55,"2023-04-22 12:41:09",acrilicio escultural
300.00,"2023-04-22 12:43:02",pedi basico
300.00,"2023-04-22 12:43:02", acrilico retiro 
589.00,"2023-04-22 12:48:41",acrilico retoque 
235.00,"2023-04-22 13:28:02",pedi basico
235.00,"2023-04-22 13:28:02",mani de niña
446.50,"2023-04-22 14:18:05",calcio retoque en manos 
446.50,"2023-04-22 14:18:05",pedi basico
446.50,"2023-04-22 14:18:05",calcio en pies 
240.00,"2023-04-22 16:58:31",pedi basico
240.00,"2023-04-22 16:58:31",Gel retiro 
389.00,"2023-04-22 17:02:02",pedi basico
389.00,"2023-04-22 17:02:02",gel en pies
480.00,"2023-04-22 17:34:30",pedi basico
100.00,"2023-04-22 18:15:14",calcio retoque en manos 
380.00,"2023-04-22 18:52:32",pedi dif lujo
369.55,"2023-04-25 11:06:23",pedi basico
369.55,"2023-04-25 11:06:23",gel en pies
1079.00,"2023-04-25 12:08:12",pedi basico
190.00,"2023-04-25 12:19:34",gel en manos
50.00,"2023-04-25 12:52:09",Gel retiro 
180.50,"2023-04-25 16:01:34",pedi basico
669.00,"2023-04-25 16:04:32", acrilico retiro 
669.00,"2023-04-25 16:04:32",acrilico manos
290.00,"2023-04-25 17:02:40",pedi basico
290.00,"2023-04-25 17:02:40",calcio retoque en manos 
565.00,"2023-04-25 18:07:52",acrilico uña remplazo 
565.00,"2023-04-25 18:07:52",calcio en manos 
430.00,"2023-04-25 18:43:27",Gel retiro 
430.00,"2023-04-25 18:43:27",pedi dif lujo
521.55,"2023-04-25 18:49:08",mani de niña
521.55,"2023-04-25 18:49:08",mani de niña
521.55,"2023-04-25 18:49:08",pedi de niña
521.55,"2023-04-25 18:49:08",pedi de niña
589.00,"2023-04-26 10:45:31",pedi basico
589.00,"2023-04-26 10:45:31",acrilico uña remplazo 
589.00,"2023-04-26 10:45:31",acrilico uña remplazo 
250.00,"2023-04-26 11:01:12",gel en manos
250.00,"2023-04-26 11:01:12",mani limpieza
418.00,"2023-04-26 12:27:44",venta sales 
418.00,"2023-04-26 12:27:44",venta sales 
509.00,"2023-04-26 12:32:35", acrilico retiro 
612.75,"2023-04-26 12:48:08",pedi de lujo
612.75,"2023-04-26 12:48:08",pedi de lujo
612.75,"2023-04-26 12:48:08",depilacion de ceja
619.00,"2023-04-26 13:20:18",calcio retoque en manos 
720.00,"2023-04-26 15:01:13",pedi basico
720.00,"2023-04-26 15:01:13",pedi exfo
720.00,"2023-04-26 15:01:13",mani exfo
720.00,"2023-04-26 15:01:13",acrilico uña remplazo 
720.00,"2023-04-26 15:01:13",acrilico manos
720.00,"2023-04-26 15:01:13",acrilico de color
760.00,"2023-04-26 16:26:32",calcio en manos 
190.00,"2023-04-26 16:28:03",gel en manos
190.00,"2023-04-26 17:03:33",gel en manos
190.00,"2023-04-26 17:29:56",pedi basico
469.00,"2023-04-26 18:20:05",acrilico de color
389.00,"2023-04-26 18:50:15",pedi basico
389.00,"2023-04-26 18:50:15",gel en pies
499.00,"2023-04-27 10:53:44",calcio retoque en manos 
749.00,"2023-04-27 11:12:47",acrilico manos
749.00,"2023-04-27 11:12:47",pedi basico
483.55,"2023-04-27 12:15:15",acrilico retoque 
519.00,"2023-04-27 14:02:59",pedi basico
635.55,"2023-04-27 15:43:11",acrilico retoque 
635.55,"2023-04-27 15:43:11",pedi basico
729.00,"2023-04-27 16:10:18",mani basico
729.00,"2023-04-27 16:10:18",calcio en manos 
180.00,"2023-04-27 16:58:47",calcio en manos 
100.00,"2023-04-27 18:15:03",calcio retoque en manos 
274.55,"2023-04-28 10:29:12",pedi express
274.55,"2023-04-28 10:29:12",gel en manos
610.00,"2023-04-28 10:47:54",calcio en manos 
610.00,"2023-04-28 10:47:54",mani basico
610.00,"2023-04-28 10:47:54",pedi de lujo
704.00,"2023-04-28 11:14:28",depilacion de ceja
704.00,"2023-04-28 11:14:28",mani dif lujo
370.00,"2023-04-28 12:03:16",acrilico retoque 
370.00,"2023-04-28 12:03:16",gel en manos
351.50,"2023-04-28 12:27:59",acrilico retoque 
351.50,"2023-04-28 12:27:59",gel en manos
180.50,"2023-04-28 12:32:31",pedi basico
489.00,"2023-04-28 12:38:33",pedi basico
579.00,"2023-04-28 12:44:09",pedi de lujo
389.00,"2023-04-28 13:43:46",gel en pies
389.00,"2023-04-28 13:43:46",pedi basico
574.00,"2023-04-28 13:56:06",depilacion de ceja
809.00,"2023-04-28 14:43:35",pedi basico
809.00,"2023-04-28 14:43:35",acrilico manos
809.00,"2023-04-28 14:43:35",acrilicio escultural
414.00,"2023-04-28 15:37:54",depilacion de ceja
180.50,"2023-04-28 15:48:25",gel en manos
390.00,"2023-04-28 15:52:07",mani basico
390.00,"2023-04-28 15:52:07",calcio en manos 
589.00,"2023-04-28 18:22:59",pedi basico
260.00,"2023-04-28 18:33:42",acrilico manos
304.00,"2023-04-28 19:08:05",pedi exfo
332.50,"2023-04-28 19:20:34",mani basico
446.50,"2023-04-29 10:41:59",calcio en manos 
446.50,"2023-04-29 10:41:59",pedi basico
446.50,"2023-04-29 10:41:59",calcio retoque en pies 
270.00,"2023-04-29 10:54:07",pedi basico
270.00,"2023-04-29 10:54:07",mani express
200.00,"2023-04-29 12:02:16",mani basico
200.00,"2023-04-29 12:02:16",Gel retiro 
280.00,"2023-04-29 12:12:39",pedi de lujo
190.00,"2023-04-29 13:24:26",gel en manos
50.00,"2023-04-29 13:42:41",Gel retiro 
380.00,"2023-04-29 13:46:40",pedi dif lujo
190.00,"2023-04-29 13:49:39",pedi basico
374.00,"2023-04-29 13:57:45",mani de niña
870.00,"2023-04-29 17:00:49",calcio retoque en manos 
870.00,"2023-04-29 17:00:49",acrilico uña remplazo 
870.00,"2023-04-29 17:00:49",acrilico uña remplazo 
1009.00,"2023-04-29 18:17:16",pedi dif lujo
1009.00,"2023-04-29 18:17:16",mani dif lujo
1009.00,"2023-04-29 18:17:16",pedi dif lujo
1009.00,"2023-04-29 18:17:16",mani dif lujo
940.00,"2023-04-29 17:45:26",acrilico retoque 
940.00,"2023-04-29 17:45:26", acrilico retiro 
294.50,"2023-04-29 18:28:06",calcio retoque en manos 
294.50,"2023-04-29 18:28:06",gel en manos
190.00,"2023-04-29 18:31:29",pedi basico
190.00,"2023-04-29 18:53:15",pedi basico
429.00,"2023-04-29 18:56:03",parafina en manos
519.00,"2023-04-29 19:07:16",acrilicio escultural
50.00,"2023-05-02 11:47:58",Gel retiro 
1452.00,"2023-05-02 16:03:19",acrilico retoque 
1452.00,"2023-05-02 16:03:19",pedi basico
1452.00,"2023-05-02 16:03:19",acrilico manos
1452.00,"2023-05-02 16:03:19",pedi basico
170.00,"2023-05-02 16:35:05",depilacion de ceja
170.00,"2023-05-02 16:35:05",depilacion de ceja
190.00,"2023-05-02 17:08:43",gel en manos
200.00,"2023-05-02 18:03:16",calcio retoque en manos 
200.00,"2023-05-02 18:03:16",calcio retoque en manos 
426.55,"2023-05-02 18:27:54",mani basico
370.50,"2023-05-03 10:46:58",acrilico uña remplazo 
370.50,"2023-05-03 10:46:58",acrilico uña remplazo 
370.50,"2023-05-03 10:46:58",calcio retoque en manos 
370.50,"2023-05-03 10:46:58",gel en manos
60.00,"2023-05-03 12:00:32",pedi limpieza
351.50,"2023-05-03 12:16:33",calcio en manos 
351.50,"2023-05-03 12:16:33",gel en manos
430.00,"2023-05-03 13:03:08",pedi dif lujo
430.00,"2023-05-03 13:03:08",Gel retiro 
711.55,"2023-05-03 14:28:27",acrilico manos
711.55,"2023-05-03 14:28:27",pedi basico
199.00,"2023-05-03 16:40:57",gel en pies
407.55,"2023-05-03 17:07:20",mani exfo
635.00,"2023-05-03 17:17:31",mani de niña
780.00,"2023-05-03 18:43:53",pedi basico
540.00,"2023-05-03 18:47:24",acrilico retoque 
540.00,"2023-05-03 18:47:24",gel en manos
540.00,"2023-05-03 18:47:24",depilacion de ceja
540.00,"2023-05-03 18:47:24",depilacion de bigote
200.00,"2023-05-04 10:14:21",mani basico
200.00,"2023-05-04 10:14:21",Gel retiro 
1260.00,"2023-05-04 12:16:26",acrilico manos
1260.00,"2023-05-04 12:16:26",acrilico en pies
1604.55,"2023-05-04 13:05:12",acrilico manos
1604.55,"2023-05-04 13:05:12",mani basico
180.50,"2023-05-04 13:10:33",gel en manos
190.00,"2023-05-04 13:11:48",gel en manos
531.05,"2023-05-04 14:00:10",pedi basico
531.05,"2023-05-04 14:00:10",pedi exfo
855.00,"2023-05-04 14:04:14",acrilico retoque 
855.00,"2023-05-04 14:04:14",depilacion de ceja
190.00,"2023-05-04 14:59:56",gel en manos
859.00,"2023-05-04 15:35:30",mani basico
859.00,"2023-05-04 15:35:30",acrilico retoque 
150.00,"2023-05-04 17:21:51",mani basico
749.00,"2023-05-04 18:14:22",acrilico manos
749.00,"2023-05-04 18:14:22",pedi basico
290.00,"2023-05-04 18:44:36",calcio retoque en manos 
290.00,"2023-05-04 18:44:36",gel en manos
1219.00,"2023-05-04 18:57:57",calcio en manos 
1219.00,"2023-05-04 18:57:57",gel en manos
190.00,"2023-05-04 19:01:26",gel en manos
499.00,"2023-05-05 10:47:08",calcio retoque en manos 
731.50,"2023-05-05 11:14:03",acrilico retoque 
954.00,"2023-05-05 11:43:13",acrilico manos
954.00,"2023-05-05 11:43:13",acrilicio escultural
